,id,title,release_year,country,duration,language,certification,gross,budget
630,631,Medicine Man,1992,USA,106,English,PG-13,45500797.0,40000000
631,632,Memoirs of an Invisible Man,1992,USA,99,English,PG-13,14358033.0,40000000
632,633,My Cousin Vinny,1992,USA,120,English,R,52929168.0,11000000
633,634,Patriot Games,1992,USA,117,English,R,83287363.0,45000000
634,635,Radio Flyer,1992,USA,114,English,PG-13,4651977.0,35000000
635,636,Raising Cain,1992,USA,91,English,R,21370057.0,12000000
636,637,Reservoir Dogs,1992,USA,99,English,R,2812029.0,1200000
637,638,Split Second,1992,UK,96,English,R,5430822.0,7000000
638,639,The Bodyguard,1992,USA,129,English,R,121945720.0,25000000
639,640,The Crying Game,1992,UK,112,English,R,62549000.0,2300000
640,641,The Last of the Mohicans,1992,USA,117,English,R,72455275.0,40000000
641,642,The Lawnmower Man,1992,UK,140,English,R,32101000.0,10000000
642,643,The Mighty Ducks,1992,USA,100,English,PG,50752337.0,10000000
643,644,The Muppet Christmas Carol,1992,USA,89,English,G,27281507.0,12000000
644,645,Unforgiven,1992,USA,131,English,R,101157447.0,14400000
645,646,Wayne's World,1992,USA,94,English,PG-13,121697350.0,20000000
646,647,Airborne,1993,USA,91,English,PG,2850263.0,2600000
647,648,Alive,1993,USA,120,English,R,36733909.0,32000000
648,649,"Blood In, Blood Out",1993,USA,330,English,R,4496583.0,35000000
649,650,Cliffhanger,1993,USA,124,English,R,84049211.0,70000000
650,651,Cool Runnings,1993,USA,98,English,PG,68856263.0,15000000
651,652,Dazed and Confused,1993,USA,102,English,R,7993039.0,6900000
653,654,Excessive Force,1993,USA,87,English,R,1200000.0,3000000
654,655,Gettysburg,1993,USA,271,English,PG,10769960.0,25000000
655,656,Groundhog Day,1993,USA,101,English,PG,70906973.0,14600000
656,657,Hocus Pocus,1993,USA,96,English,PG,39514713.0,28000000
657,658,Jason Goes to Hell: The Final Friday,1993,USA,91,English,R,15935068.0,2500000
658,659,Jurassic Park,1993,USA,127,English,PG-13,356784000.0,63000000
659,660,Killing Zoe,1993,France,99,English,R,418953.0,1500000
660,661,Last Action Hero,1993,USA,130,English,PG-13,50016394.0,70000000
661,662,Les visiteurs,1993,France,107,French,R,700000.0,50000000
662,663,Loaded Weapon 1,1993,USA,84,English,PG-13,27979400.0,8200000
664,665,Menace II Society,1993,USA,97,English,R,27900000.0,3500000
665,666,Mrs. Doubtfire,1993,USA,125,English,PG-13,219200000.0,25000000
666,667,Much Ado About Nothing,1993,UK,111,English,PG-13,22551000.0,8000000
667,668,Nowhere to Run,1993,USA,94,English,R,22189039.0,15000000
668,669,Only the Strong,1993,USA,99,English,PG-13,3273588.0,6000000
669,670,Philadelphia,1993,USA,125,English,PG-13,77324422.0,26000000
670,671,Poetic Justice,1993,USA,109,English,R,27515786.0,14000000
672,673,RoboCop 3,1993,USA,104,English,PG-13,10696210.0,23500000
673,674,Romeo Is Bleeding,1993,UK,100,English,R,3275585.0,11500000
674,675,Ruby in Paradise,1993,USA,114,English,R,1001437.0,800000
675,676,Schindler's List,1993,USA,185,English,R,96067179.0,22000000
676,677,Shadowlands,1993,UK,115,English,PG,25842000.0,22000000
677,678,Sugar Hill,1993,USA,123,English,R,18272447.0,10000000
678,679,Super Mario Bros.,1993,UK,104,English,PG,20915465.0,42000000
679,680,Teenage Mutant Ninja Turtles III,1993,USA,96,English,PG,42660000.0,17000000
680,681,The Adventures of Huck Finn,1993,USA,108,English,PG,24103594.0,6500000
681,682,The Age of Innocence,1993,USA,139,English,PG,32000000.0,30000000
682,683,The Firm,1993,USA,154,English,R,158348400.0,42000000
683,684,The Fugitive,1993,USA,130,English,PG-13,183875760.0,44000000
684,685,The Nutcracker,1993,USA,92,English,G,2119994.0,19000000
685,686,The Pelican Brief,1993,USA,141,English,PG-13,100768056.0,45000000
686,687,The Piano,1993,New Zealand,121,English,R,40158000.0,7000000
687,688,The Princess and the Cobbler,1993,UK,80,English,G,669276.0,28000000
688,689,The Remains of the Day,1993,UK,134,English,PG,22954968.0,11500000
689,690,Tombstone,1993,USA,134,English,R,56505065.0,25000000
690,691,True Romance,1993,USA,121,English,R,12281500.0,13000000
691,692,Warlock: The Armageddon,1993,USA,98,English,R,3902679.0,3000000
692,693,What's Eating Gilbert Grape,1993,USA,118,English,PG-13,9170214.0,11000000
694,695,3 Ninjas Kick Back,1994,USA,93,English,PG,11784000.0,20000000
695,696,A Low Down Dirty Shame,1994,USA,100,English,R,29392418.0,10000000
696,697,Ace Ventura: Pet Detective,1994,USA,78,English,PG-13,72217000.0,12000000
697,698,Baby's Day Out,1994,USA,99,English,PG,16671505.0,50000000
698,699,Beverly Hills Cop III,1994,USA,104,English,R,42610000.0,55000000
699,700,Bullets Over Broadway,1994,USA,98,English,R,13383737.0,20000000
700,701,Clear and Present Danger,1994,USA,141,English,PG-13,122012710.0,62000000
701,702,Clerks,1994,USA,102,English,R,3151130.0,230000
702,703,Crooklyn,1994,USA,115,English,PG-13,13640000.0,14000000
703,704,Disclosure,1994,USA,128,English,R,83000000.0,55000000
704,705,Don Juan DeMarco,1994,USA,97,English,PG-13,22200000.0,25000000
705,706,Dumb & Dumber,1994,USA,113,English,PG-13,127175354.0,16000000
706,707,Ed Wood,1994,USA,127,English,R,5887457.0,18000000
707,708,Exotica,1994,Canada,103,English,R,5132222.0,2000000
708,709,Forrest Gump,1994,USA,142,English,PG-13,329691196.0,55000000
709,710,Four Weddings and a Funeral,1994,UK,117,English,R,52700832.0,4500000
710,711,Heavenly Creatures,1994,New Zealand,108,English,R,3049135.0,5000000
711,712,Highlander: The Final Dimension,1994,Canada,99,English,PG-13,13829734.0,26000000
712,713,Hoop Dreams,1994,USA,170,English,PG-13,7830611.0,700000
713,714,Interview with the Vampire: The Vampire Chronicles,1994,USA,123,English,R,105264608.0,60000000
714,715,Legends of the Fall,1994,USA,133,English,R,66528842.0,30000000
715,716,Little Women,1994,USA,115,English,PG,50003300.0,15000000
717,718,Naked Gun 33 1/3: The Final Insult,1994,USA,83,English,PG-13,51109400.0,30000000
718,719,New Nightmare,1994,USA,107,English,R,18090181.0,8000000
719,720,On Deadly Ground,1994,USA,101,English,R,38590500.0,50000000
720,721,PCU,1994,USA,79,English,PG-13,4350774.0,8000000
721,722,Police Academy: Mission to Moscow,1994,USA,83,English,PG,126247.0,6200000
722,723,Pulp Fiction,1994,USA,178,English,R,107930000.0,8000000
723,724,Rapa Nui,1994,USA,107,English,R,305070.0,20000000
724,725,Renaissance Man,1994,USA,128,English,PG-13,24332324.0,40000000
725,726,RiÂ¢hie RiÂ¢h,1994,USA,95,English,PG,38087756.0,40000000
726,727,Serial Mom,1994,USA,95,English,R,7881335.0,13000000
727,728,Speed,1994,USA,116,English,R,121248145.0,25000000
728,729,Star Trek: Generations,1994,USA,118,English,PG,75668868.0,35000000
729,730,Street Fighter,1994,Japan,102,English,PG-13,33423521.0,35000000
730,731,The Client,1994,USA,119,English,PG-13,92115211.0,45000000
731,732,The Crow,1994,USA,98,English,R,50693162.0,23000000
732,733,The Flintstones,1994,USA,91,English,PG,130512915.0,45000000
733,734,The Hudsucker Proxy,1994,UK,111,English,PG,2869369.0,30000000
735,736,The Legend of Drunken Master,1994,Hong Kong,102,Cantonese,R,11546543.0,2000000
736,737,The Lion King,1994,USA,73,English,G,422783777.0,45000000
737,738,The Mask,1994,USA,114,English,PG-13,119938730.0,18000000
738,739,The River Wild,1994,USA,111,English,PG-13,46815748.0,45000000
739,740,The Santa Clause,1994,USA,97,English,PG,144833357.0,22000000
740,741,The Shadow,1994,USA,93,English,PG-13,32055248.0,25000000
741,742,The Shawshank Redemption,1994,USA,142,English,R,28341469.0,25000000
742,743,The Specialist,1994,Peru,110,English,R,57362581.0,45000000
743,744,There Goes My Baby,1994,USA,99,English,R,125169.0,10500000
744,745,Timecop,1994,Canada,99,English,R,44450000.0,27000000
745,746,True Lies,1994,USA,141,English,R,146282411.0,115000000
746,747,Wolf,1994,USA,125,English,R,65012000.0,70000000
747,748,Wyatt Earp,1994,USA,212,English,PG-13,25052000.0,63000000
748,749,Ace Ventura: When Nature Calls,1995,USA,90,English,PG-13,108360000.0,30000000
749,750,Apollo 13,1995,USA,140,English,PG,172071312.0,62000000
750,751,Assassins,1995,France,132,English,R,30306268.0,50000000
751,752,Babe,1995,Australia,91,English,G,66600000.0,30000000
752,753,Bad Boys,1995,USA,119,English,R,65807024.0,19000000
754,755,Batman Forever,1995,USA,121,English,PG-13,184031112.0,100000000
755,756,Before Sunrise,1995,USA,105,English,R,5400000.0,2500000
756,757,Braveheart,1995,USA,178,English,R,75600000.0,72000000
757,758,Casino,1995,USA,178,English,R,42438300.0,52000000
758,759,Casper,1995,USA,100,English,PG,100328194.0,50000000
759,760,Clueless,1995,USA,97,English,PG-13,56631572.0,12000000
760,761,Congo,1995,USA,109,English,PG-13,81022333.0,50000000
761,762,Copycat,1995,USA,123,English,R,32051917.0,20000000
762,763,Crimson Tide,1995,USA,123,English,R,91400000.0,53000000
763,764,Cutthroat Island,1995,USA,124,English,PG-13,11000000.0,98000000
764,765,Dead Man Walking,1995,UK,122,English,R,39025000.0,11000000
765,766,Desperado,1995,USA,104,English,R,25625110.0,7000000
766,767,Die Hard with a Vengeance,1995,USA,128,English,R,100012500.0,90000000
767,768,First Knight,1995,USA,134,English,PG-13,37600435.0,55000000
768,769,Four Rooms,1995,USA,110,English,R,4301331.0,4000000
769,770,Friday,1995,USA,97,English,R,27900000.0,3500000
770,771,Get Shorty,1995,USA,105,English,R,72077000.0,30250000
771,772,GoldenEye,1995,UK,130,English,PG-13,106635996.0,58000000
772,773,Hackers,1995,USA,107,English,PG-13,7564000.0,20000000
773,774,Halloween: The Curse of Michael Myers,1995,USA,93,English,R,15126948.0,5000000
774,775,Home for the Holidays,1995,USA,103,English,PG-13,17518220.0,20000000
775,776,Jade,1995,USA,107,English,R,9795017.0,50000000
776,777,Jefferson in Paris,1995,France,139,English,PG-13,2474000.0,14000000
778,779,Kiss of Death,1995,USA,101,English,R,14942422.0,40000000
779,780,Leaving Las Vegas,1995,USA,111,English,R,31968347.0,3600000
780,781,Mallrats,1995,USA,123,English,R,2122561.0,6000000
781,782,Money Train,1995,USA,105,English,R,35324232.0,68000000
782,783,Mortal Kombat,1995,USA,101,English,PG-13,70360285.0,18000000
783,784,Mr. Holland's Opus,1995,USA,143,English,PG,82528097.0,6500000
784,785,Nixon,1995,USA,212,English,R,13560960.0,50000000
785,786,Outbreak,1995,USA,127,English,R,67823573.0,50000000
786,787,Pocahontas,1995,USA,84,English,G,141600000.0,55000000
787,788,Richard III,1995,UK,104,English,R,2600000.0,6000000
788,789,Rob Roy,1995,USA,139,English,R,31600000.0,28000000
789,790,Rumble in the Bronx,1995,Hong Kong,89,Cantonese,R,32333860.0,7500000
790,791,Se7en,1995,USA,127,English,R,100125340.0,33000000
791,792,Sense and Sensibility,1995,USA,136,English,PG,42700000.0,16500000
792,793,Showgirls,1995,France,131,English,NC-17,20302961.0,45000000
793,794,Species,1995,USA,108,English,R,60054449.0,35000000
794,795,Tales from the Crypt: Demon Knight,1995,USA,92,English,R,21088568.0,13000000
795,796,Tales from the Hood,1995,USA,98,English,R,11797927.0,6000000
796,797,Tank Girl,1995,USA,104,English,R,4064333.0,25000000
797,798,The American President,1995,USA,114,English,PG-13,65000000.0,62000000
798,799,The Bridges of Madison County,1995,USA,135,English,PG-13,70960517.0,35000000
799,800,The Brothers McMullen,1995,USA,98,English,R,10246600.0,25000
801,802,The Incredibly True Adventure of Two Girls in Love,1995,USA,94,English,R,1977544.0,250000
802,803,The Indian in the Cupboard,1995,USA,96,English,PG,35617599.0,45000000
804,805,The Net,1995,USA,114,English,PG-13,50728000.0,22000000
805,806,The Perez Family,1995,USA,113,English,R,2832826.0,11000000
806,807,The Prophecy,1995,USA,98,English,R,16115878.0,8000000
807,808,The Quick and the Dead,1995,Japan,107,English,R,18636537.0,32000000
808,809,The Scarlet Letter,1995,USA,135,English,R,10400000.0,50000000
809,810,The Usual Suspects,1995,USA,106,English,R,23272306.0,6000000
810,811,Things to Do in Denver When You're Dead,1995,USA,115,English,R,529766.0,7000000
811,812,To Die For,1995,USA,106,English,R,21200000.0,20000000
812,813,Toy Story,1995,USA,74,English,G,191796233.0,30000000
813,814,Under Siege 2: Dark Territory,1995,USA,92,English,R,50024083.0,60000000
814,815,Vampire in Brooklyn,1995,USA,100,English,R,19900000.0,20000000
815,816,Virtuosity,1995,USA,106,English,R,24048000.0,30000000
816,817,Waterworld,1995,USA,176,English,PG-13,88246220.0,175000000
817,818,Welcome to the Dollhouse,1995,USA,88,English,R,4771000.0,800000
818,819,A Thin Line Between Love and Hate,1996,USA,108,English,R,34746109.0,8000000
819,820,A Time to Kill,1996,USA,149,English,R,108706165.0,40000000
820,821,Albino Alligator,1996,USA,97,English,R,326308.0,5000000
821,822,Basquiat,1996,USA,108,English,R,2961991.0,3300000
822,823,Beavis and Butt-Head Do America,1996,USA,81,English,PG-13,63071133.0,12000000
823,824,Blood and Wine,1996,USA,101,English,R,1075288.0,22000000
824,825,Bogus,1996,USA,110,English,PG,4357000.0,30000000
825,826,Bottle Rocket,1996,USA,91,English,R,1040879.0,7000000
826,827,Bound,1996,USA,109,English,R,3798532.0,4500000
827,828,Broken Arrow,1996,USA,108,English,R,70450000.0,50000000
828,829,Chain Reaction,1996,USA,107,English,PG-13,20550712.0,50000000
829,830,City Hall,1996,USA,111,English,R,20300000.0,40000000
830,831,Courage Under Fire,1996,USA,116,English,R,58918501.0,46000000
831,832,Daylight,1996,USA,114,English,PG-13,32885565.0,80000000
832,833,DragonHeart,1996,USA,103,English,PG-13,51317350.0,57000000
833,834,Eraser,1996,USA,115,English,R,101228120.0,100000000
834,835,Escape from L.A.,1996,USA,101,English,R,25407250.0,50000000
835,836,Everyone Says I Love You,1996,USA,101,English,R,9714482.0,20000000
836,837,Evita,1996,USA,135,English,PG,49994804.0,55000000
837,838,Executive Decision,1996,USA,133,English,R,68750000.0,55000000
838,839,Extreme Measures,1996,USA,118,English,R,17305211.0,38000000
839,840,Eye for an Eye,1996,USA,101,English,R,53146000.0,20000000
840,841,Faithful,1996,USA,91,English,R,2104000.0,13000000
841,842,Fled,1996,USA,105,English,R,17100000.0,25000000
842,843,Flipper,1996,USA,95,English,PG,20047715.0,25530000
843,844,Flirting with Disaster,1996,USA,92,English,R,14891000.0,7000000
845,846,From Dusk Till Dawn,1996,USA,108,English,R,25753840.0,19000000
846,847,Get on the Bus,1996,USA,120,English,R,5731103.0,2400000
847,848,Ghosts of Mississippi,1996,USA,130,English,PG-13,13052741.0,36000000
848,849,Girl 6,1996,USA,108,English,R,4903000.0,12000000
849,850,Hamlet,1996,UK,150,English,PG-13,4414535.0,18000000
850,851,Hamlet,1996,UK,150,English,PG-13,4414535.0,18000000
851,852,Happy Gilmore,1996,USA,92,English,PG-13,38624000.0,12000000
852,853,Harriet the Spy,1996,USA,100,English,PG,26539321.0,13000000
853,854,Independence Day,1996,USA,154,English,PG-13,306124059.0,75000000
854,855,Jerry Maguire,1996,USA,139,English,R,153620822.0,50000000
855,856,Jingle All the Way,1996,USA,94,English,PG,60573641.0,60000000
856,857,Kama Sutra: A Tale of Love,1996,USA,109,English,R,4109095.0,3000000
857,858,Kansas City,1996,France,116,English,R,1292527.0,19000000
858,859,Kingpin,1996,USA,117,English,PG-13,24944213.0,27000000
859,860,Lone Star,1996,USA,135,English,R,13269963.0,5000000
860,861,Love and Other Catastrophes,1996,Australia,76,English,R,212285.0,250000
861,862,Mars Attacks!,1996,USA,106,English,PG-13,37754208.0,70000000
862,863,Marvin's Room,1996,USA,98,English,PG-13,12782508.0,23000000
863,864,Mary Reilly,1996,USA,108,English,R,5600000.0,47000000
864,865,Maximum Risk,1996,USA,101,English,R,14095303.0,25000000
865,866,Michael Collins,1996,UK,133,English,R,11030963.0,28000000
866,867,Mission: Impossible,1996,USA,110,English,PG-13,180965237.0,80000000
867,868,Mrs. Winterbourne,1996,USA,105,English,PG-13,10070000.0,25000000
868,869,Multiplicity,1996,USA,117,English,PG-13,20101861.0,45000000
869,870,My Fellow Americans,1996,USA,101,English,PG-13,22294341.0,21500000
870,871,Phenomenon,1996,USA,123,English,PG,104632573.0,32000000
871,872,Ransom,1996,USA,139,English,R,136448821.0,80000000
872,873,Romeo + Juliet,1996,USA,120,English,PG-13,46338728.0,14500000
873,874,Scream,1996,USA,103,English,R,103001286.0,15000000
874,875,Set It Off,1996,USA,123,English,R,36049108.0,9000000
875,876,Sgt. Bilko,1996,USA,93,English,PG,30400000.0,39000000
876,877,She's the One,1996,USA,96,English,R,9449219.0,3500000
877,878,Shine,1996,Australia,105,English,PG-13,35811509.0,5500000
879,880,Sleepers,1996,USA,147,English,R,53300852.0,44000000
880,881,Sling Blade,1996,USA,148,English,R,24475416.0,890000
881,882,Space Jam,1996,USA,88,English,PG,90443603.0,80000000
882,883,Spy Hard,1996,USA,81,English,PG-13,26906039.0,18000000
883,884,Star Trek: First Contact,1996,USA,111,English,PG-13,92001027.0,45000000
884,885,Striptease,1996,USA,117,English,R,32800000.0,40000000
885,886,Swingers,1996,USA,96,English,R,4505922.0,200000
886,887,That Thing You Do!,1996,USA,149,English,PG,25809813.0,26000000
887,888,The Adventures of Pinocchio,1996,UK,90,Italian,G,15091542.0,25000000
888,889,The Cable Guy,1996,USA,96,English,PG-13,60154431.0,47000000
889,890,The Craft,1996,USA,101,English,R,24881000.0,15000000
891,892,The English Patient,1996,USA,162,English,R,78651430.0,27000000
892,893,The Fan,1996,USA,116,English,R,18573791.0,55000000
893,894,The First Wives Club,1996,USA,103,English,PG,105444419.0,26000000
894,895,The Funeral,1996,USA,99,English,R,1227324.0,12500000
895,896,The Ghost and the Darkness,1996,USA,110,English,R,38553833.0,55000000
896,897,The Glimmer Man,1996,USA,91,English,R,20400913.0,45000000
897,898,The Hunchback of Notre Dame,1996,USA,91,English,G,100117603.0,100000000
898,899,The Island of Dr. Moreau,1996,USA,99,English,PG-13,27663982.0,40000000
899,900,The Juror,1996,USA,118,English,R,44834712.0,44000000
901,902,The Long Kiss Goodnight,1996,USA,121,English,R,33328051.0,65000000
902,903,The Mirror Has Two Faces,1996,USA,122,English,PG-13,41252428.0,42000000
903,904,The Nutty Professor,1996,USA,95,English,PG-13,128769345.0,54000000
905,906,The Phantom,1996,Australia,100,English,PG,17300889.0,45000000
906,907,The Rock,1996,USA,136,English,R,134006721.0,75000000
907,908,Thinner,1996,USA,93,English,R,15171475.0,8500000
908,909,Tin Cup,1996,USA,135,English,R,53854588.0,45000000
909,910,Trainspotting,1996,UK,94,English,R,16501785.0,3500000
910,911,Trees Lounge,1996,USA,95,English,R,695229.0,1300000
911,912,Twister,1996,USA,113,English,PG-13,241688385.0,92000000
912,913,Up Close & Personal,1996,USA,124,English,PG-13,51045801.0,60000000
913,914,Waiting for Guffman,1996,USA,84,English,R,2892582.0,4000000
